"","CNS","Crystal cells","Dorsal vessel","Epidermis","Fatbody","Gastric caecum","Germ cells","Glia","Malphigian tubules","Midgut","Muscle","Plasmocytes","PNS","Ring glands","Salivary glands","Trachea"
"l(2)k09022",0.0483419257127942,0.0115377939969146,0.0851961507909253,0.0385334131757811,0.172721564249839,0.102386610125702,0.153397082828078,0.022331409393287,0.118503700443356,0.100917691671737,0.0328718488135164,0.0462751231396887,0.00999684719329252,0.126579939491387,0,0.0274942007685195
"Nha1",0.00428025957940408,0,0.0175362407568605,0.0392451236212504,0.00166730467185027,0.00452695152917889,0,0.0123453800668234,0.256629161645921,0.0583566270721938,0.0061090832182799,0,0.0179844654198846,0.00648840845828927,0,0.297276722045428
"CR44915",0.000909616144271507,0,0,0,0,0,0,0,0,0,0,0,0,0.010509048817638,0,0
"CR44914",0.00384900907152847,0,0,0.000157625101683953,0.000522668174219742,0.00246363186638838,0,0.000791655068919907,0,0.0015274590699982,0,0,0.00801306968457581,0.0103674130619087,0,0.0398631045526068
"Nlg2",1.97647285184781,0.0474277609777471,0.0738711014720624,0.0503192876085111,0.0577231133849767,0.0214564765866754,0.05562403445029,0.21497279596829,0.0610519608787246,0.0769284741335369,0.020570837132012,0.0882148620467226,0.360589422098763,1.26561534891281,0,0.0179990143625112
"mir-932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13773",0.213579468570314,0.099022446416625,0.435949058582961,0.139553660071535,0.376303907112108,0.295775466164578,0.936419951761541,0.15237745489316,0.304581522228499,0.238786541827781,0.0628125218751682,0.161231921196547,0.103410649344302,0.334784478301935,0.00866646502691371,0.0958280691568343
"Rat1",0.351873355566125,0.0288129856911146,0.235559803052979,0.0897960594840875,0.149849090668588,0.149642664613827,0.247481214824172,0.142718502285634,0.152071037288328,0.165864719928649,0.0493845041939849,0.194969834806536,0.157243161690674,0.222948259022688,0.0173329300538274,0.0757701561405643
"Wee1",0.178953825617047,0.00571213142471982,0.0660944020016665,0.0415654307801668,0.0352015235334999,0.050012811663869,0.117552109158419,0.0309431220968454,0.0920580299553719,0.0332254155486112,0.018756119388715,0.065806532966194,0.0689424950187707,0.0438593789809992,0,0.0225331193780734
"x16",2.60392822056231,0.031267967791692,0.405109967372483,0.1252671939547,0.241453912173852,0.206121153992006,0.599183188426804,0.284931337000558,0.117259025589957,0.242863119529887,0.033128633737533,0.255843095854916,1.03305095032606,0.120216140951539,0.00866646502691371,0.0328276007056169
"CG32829",0.0193370324476541,0,0.00874031449534023,0.0145187436824299,0.00523846653441102,0.00388900469480647,0.0355936594108132,0.00270821698826748,0.0132519324462346,0.00191343270944904,0.00120137711455888,0,0.0356393633790808,0.00440976604427229,0,0.000814763083895752
"nop5",0.966830064170361,0.309560006655888,2.38388067175425,0.699351024057896,2.57268677722012,1.47899733454099,2.52466169238055,0.454510287384052,1.95922759412908,1.53307171168239,0.428601435669173,0.972609834996348,0.199526697740885,2.55296280229723,0.225057027686254,0.384571146337769
"snoRNA:nop5-x16-a",0.00183769875148389,0,0.000393624464547721,0.00128318085271543,0.00160128535266711,0,0,0,0.00358034945758518,0,0.00220141752649443,0,0.00124072049631798,0,0,0
"Hrb27C",14.9687889245829,1.42093217572927,7.3854355079772,3.48830091640865,5.22389231514924,7.44743460766652,15.0928351785584,6.50297475514271,5.65923243846476,5.70821779239868,2.30027685271749,5.21782796956085,8.40803430139405,5.56123577016862,1.68385830514917,1.68802814479762
"CG43232",0.00694488766654563,0,0,0.000379585410741022,7.29747095343852e-05,0,0,0.000791655068919907,0,0,0,0,0.00190854712279316,0,0,0
"CG18304",0.00971659986201236,0.00611013892011849,0.259493025167946,0.0222174666193326,0.0076758576854822,0.348524816041206,0.00272271910333236,0.00518901677916675,0.0290333258312144,0.149378424099533,1.22343295262121,0.0524331765232949,0.0103351188298796,0,0,0.00547969323452384
"Fgop2",0.463458147691016,0.151965008078223,0.213246111903989,0.132017617041418,0.0872808633303468,0.143408179519681,0.45531987469084,0.364235012916068,0.127594548704786,0.135986749135558,0.0652982684841136,0.295377938375871,0.488746764585912,0.147577993489846,0.0173329300538274,0.154889439097199
"ihog",0.0487075398846116,0,0.069081372995231,0.123644591368886,0.0241854521635047,0.00246363186638838,0.104952658950075,0.0160618983899365,0.00858233498250503,0.00649311374255556,0.00327383801114501,0.0382294273127856,0.0259797814582852,0.0224902761621925,0,0.0266377814167172
"Gas41",0.487316541441934,0.00309949887302221,0.2119556098475,0.094433034359089,0.133311614530748,0.214187979446043,0.411802555650651,0.18335872912539,0.134807430545799,0.191305906998716,0.0473029922425511,0.111434631848304,0.357912076165907,0.14856968181464,0.0303518692198659,0.0286041002095407
"SA",0.203779913437413,0.00309949887302221,0.0698334467850971,0.0654127132880302,0.0578300285716386,0.0349376762084704,0.148076034217933,0.0789346080047434,0.0596679188951792,0.0702598447220169,0.0189787868594959,0.0501497473303875,0.12657426313721,0.0492141681637922,0,0.0365780444699724
"CG13775",0.0557031918913218,0,0.018314542459641,0.0050172623904438,0.0188756534233688,0.00919222296784489,0.0277148912460637,0.0159930998016935,0.00623488220819615,0.0144974171249934,0.00919249724545272,0.0323843223749005,0.014059717178909,0.0142871104769428,0,0.00703109027753293
"CG3430",0.032975705993046,0,0.0246473970928971,0.00712514725408379,0.0594907101882693,0.0181633246158796,0.10427973344167,0,0.0262736102045249,0.0252792706027601,0,0.0392138854643868,0,0.103474861883897,0,0.00204468484285649
"Atac1",0.156424476193517,0.0238046262092192,0.13750435501468,0.0957647944090587,0.0678367244199036,0.0944912879135011,0.212215578804565,0.166468213738295,0.084993692659695,0.0868202423158,0.0412914153925909,0.0968514800839422,0.0761588967984087,0.181932915773002,0,0.0308719155972624
"CG10399",0.0252696425288716,0,0.079920846644072,0.0253698415332986,0.11202749028824,0.120377426589259,0.0923496138441062,0.0811108608382651,0.181402199379858,0.0956924276062221,0.11422646045858,0.0647707767797281,0.00952708707626494,0.169133294757634,0,0.00973969679677737
"sip2",0.13620230829643,0,0.0768485556677853,0.00933238909776733,0.00334062229916142,0.00120447215693983,0.16338790390905,0.00707024395708004,0.00232369305477371,0.00229303979153704,0.00302778556005062,0,0.00580706963447163,0,0,0.00074591495942894
"Coprox",0.0903646839408843,0.00569421604311205,0.115588248198935,0.0230994369008211,0.353173213000216,1.02270746410319,0.312558920351744,0.0516879253387941,0.119476880682214,1.02699603173725,0.0456787512144529,0.176886322434484,0.0366478393558955,0.155790028762537,0.078770078167135,0.00516793975425687
"smt3",18.8086683212934,0.265466336002975,6.88169781659686,1.19510662654114,4.15513811273802,7.24437377061841,33.5772656592039,3.18738625332984,4.66619997224521,6.30865607122176,1.32265352074946,3.11409174926335,4.54713170599239,4.01334171393215,0.570633491058969,0.391324739336453
"snRNP-U1-70K",0.912967758394236,0.0312413914731973,0.316666211930816,0.139654023419022,0.225185881358491,0.252908369473908,0.422732770910456,0.392745863715123,0.305406992429677,0.290087817719183,0.118198223807722,0.203519951524019,0.41339611812587,0.437920896087128,0.147293966662271,0.0836822721649433
"CR43142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"uif",0.0395318044254013,0.00529293203028404,0.0146107607322291,1.66587039363479,0.00767458291425031,0.00662848658394315,0.0177644193091458,0.00528204418933233,0.00392612964997338,0.00642324621435248,0.0210824787240133,0.228577890275652,0.101494572799027,0.0826037613178487,0,1.38026114417642
"CR44326",0,0,0,0.00143911313789409,0,0,0,0.00224714808818259,0,0,0,0,0,0,0,0
"CG43321",0,0,0,0.00107863229425089,0,0,0,0,0,0,0,0,0,0,0,0
"CG43322",0.00326002330090751,0,0.00516328101724897,0.00402353832046071,0.00572141659896501,0.00322767209877484,0.00277906000518573,0.0158770006344299,0.00794897067906815,0.00338482573132539,0.00206709352143205,0,0.0103318008319477,0,0,0.00115656335660886
"ade3",0.121091286795675,0.145719693992892,0.250395068071764,0.217958028690119,1.12745030176798,0.153537607497813,0.567977632367429,0.102916065795624,0.270878750855807,0.218770020382155,0.0209052042051213,0.343004662742038,0.103167979880237,0.343161565591115,0.0699697031185497,0.0618743315016526
"Pcp",0.00127180998784492,0,0,0.0275729563607728,0,0,0.0163692038616303,0,0,0,0,0,0,0,0,0.000279438855481042
"CG31908",0.515893503108355,0.312147201315381,0.551542536318333,0.304131830824932,0.302998814882813,0.354941352740616,0.571740811880885,0.436360864234685,0.383894908761581,0.304187563756866,0.170988251893447,0.33520165265819,0.410919872642802,0.33067400969011,0.128107353672863,0.17041976621377
"MME1",0.0786223571973546,0.236083071026912,0.207621717477943,0.0762758812307688,0.286199407378968,0.262222070763044,0.336256719203549,0.150001947913262,0.316485686417139,0.269807824441161,0.103095383579736,0.198182843418048,0.0884849032775827,0.143545302447565,0,0.048936752222591
"Rab30",0.594905376450183,0.053753652640719,0.169426989808693,0.253297649772479,0.0548766204668562,0.110563653263253,0.0695799400141261,0.406905970967941,0.0952714562026945,0.106639467726234,0.0244031691695215,0.130169341922805,1.07028122219286,0.119423721143641,0.00866646502691371,0.183910005469962
"Caper",1.45216441059694,0.140009932656443,0.666421569243696,0.513305464286014,0.441675897792458,0.498036393909401,0.725478016412839,0.567327124539886,0.516944839404231,0.516360000691483,0.169277731240463,0.409500814618376,1.1327486421098,0.484100701996999,0.320352204187044,0.278459781025264
"milt",0.528022818427612,0.0917048846058423,0.500065486084909,0.279672827887569,0.216796258171082,0.476729857211219,0.416473848305053,0.458523002599357,0.307193601555393,0.250787305128385,0.465397692914406,0.309294029461747,0.478079566054319,0.252370843806895,0,0.149191576880482
"Mnn1",0.557066129881015,0.0760290400444283,0.468742168329842,0.626657424234397,0.188306580099438,0.314764544133581,0.886397956020388,0.190508596395064,0.356671523335168,0.321740159727418,0.155919763910314,0.260725391567343,0.380302559247,0.225706754803384,0.185364771740973,0.409920906113309
"CG31907",0,0.0054417859506147,0,0,0,0,0,0,0,0,0.00694778595742877,0,0,0,0,0
"Sem1",1.14987328275821,0.0627806133581601,1.24705658514283,0.633230119891072,1.8416634501655,2.2756679610228,5.57232393201081,0.98369656123877,1.58994869797049,1.91182201113004,0.556823832809136,1.00319427016202,0.851947199370197,1.87050707161762,0.539241207229008,0.403381254335379
"Nuf2",0.291847838209412,0.024561181959412,0.158397981504868,0.0302644824400365,0.0467949826291495,0.00136120796862035,0.348475836463316,0.0153728649588293,0.0131718817188469,0.0144498138212327,0.00478061666410663,0.0615407922841529,0.0251426978180912,0.0432508255413085,0,0.0147913619490108
"CG11289",0,0,0.00108433843373602,0.00229034259226823,0.00107297353195835,0,0,0,0,0.0282145224190651,0,0,0,0,0,0
"Pvf2",0.016461271206487,0,0.115266689914722,0.0911614110347033,0.00939541670408088,0.0253229675920355,0.00670911748939456,0.0365658691690292,0.0148289344349609,0.00288323526062854,0.0439038227601909,0,0.0614252160662552,0.0953950124245172,0,0.0195634614105294
"CR44611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR46196",0.00107493085424047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pvf3",1.54358312437551,0.0292258025786158,2.12801447898307,1.51504947829263,1.69916316244527,0.45736698206055,0.481462966192208,6.77618785845586,1.65772093376195,0.412390532754025,1.43198390824844,0.893066327803655,2.34166299030329,1.6271668513305,0.262175719560474,1.79250873431663
"CR44612",0,0,0,0.000211632454023061,0,0,0,0,0,0,0,0,0,0,0,0
"CR44610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR46210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR44613",0,0,0,0,0.000467833463752103,0,0,0,0,0,0,0,0,0,0,0
"MICU1",0.156223657960267,0.00574875194595253,0.0879895591513918,0.041883105811058,0.0522066939100502,0.154318981979498,0.133578827859541,0.0665164070919933,0.139271254531697,0.148647526326243,0.244339285548489,0.0560754393850612,0.119086473421699,0.158927209001996,0.0980621385685962,0.0528946965598098
"CG4496",0.00799822366660073,0,0.00859105617217912,0.00225518884350492,0.00170979636667034,0.00500275429013499,0.0155963412224229,0.000949421920728017,0.00143853182291328,0.00102047428176529,0,0,0.00393366709852734,0.0241368656831698,0,0.00144246148746732
"CG4497",0.155318091791388,0.00309949887302221,0.0660107722606288,0.0211067059121818,0.0240544580771657,0.0138598590351388,0.0418429923206163,0.0497055291846148,0.0370275792563431,0.0273330860510309,0.0226238080671361,0.0246818626122716,0.0582056032087651,0.0318898195279845,0,0.0118108850343592
"CG4502",1.50335526642512,0.0304902070272897,0.382308689571509,0.0763826505066023,0.044569758613297,0.100744904564417,0.970137574722112,0.296092902570805,0.00976532654198473,0.0477635333868505,0.017001996122398,0.136619915931542,0.525447868541829,0.269605082092679,0,0.0366314007750984
"CG13784",0.722016626980037,0.328271097742742,2.07581897506124,0.653639324346769,4.82148652483685,0.138642485185229,1.1640543625364,1.13869946933041,0.471672563196392,0.471323195262596,0.263220798998774,2.22633695457082,1.06424697468604,1.16823678669032,1.23715778125357,0.163815441867092
"mEFG1",0.0864988255903052,0.00714224495043282,0.133678600304054,0.0434903049899691,0.390081560728522,0.511344900882868,0.233563869673282,0.137224608901133,0.359351287605907,0.339761820136553,0.203609821977366,0.132870580511517,0.0617502937850366,0.0963376871898337,0.00866646502691371,0.0090577586658543
"CR44989",0.012186412332862,0,0.0894714494038999,0.00760026171294108,0.00489453435703627,0.0631249857984156,0.00933067623015526,0.0158139017064407,0.00717764044455934,0.0184487713025794,0.0536445681626814,0.146042084022412,0.0132234483553727,0.0337074395833647,0,0.00122831320043289
"Ndae1",1.26277762594775,1.90664075446957,0.172011952530132,0.174830435298641,0.963117831489307,0.0499619658963796,0.522088910669859,2.41777788754317,0.117959813534385,0.167694704468883,0.0778609655822921,1.67271035876302,0.808178414678898,0.235713793077236,0.667151919934967,0.075221642456304
"CG43799",0.0934566842043673,0.00611013892011849,0.315110368255162,0.0814763104423571,0.0303203783537337,0.034682464866745,0.029661747664322,0.124590943541645,0.0403472546848425,0.105816908835503,0.202751612500962,10.4104310666608,0.0257044708989512,0.0481395741050867,0.00866646502691371,0.0325382341462698
"CG43800",0.0148873080659795,0.0129126382256224,0,0.0030129010099768,0.012826076031332,0,0.0106685937054108,0.0391624353973642,0.00416901521190271,0.0035574513169382,0,0.0157335532564891,0.00576254709241799,0.0111769807845346,0,0.00198269845932488
"CG13786",0.00136548248014922,0,0.00479889102318337,0.00279026514748977,0.000253388870683064,0,0,0.00221572718726063,0,0,0,0,0.0040806472596226,0.00401049466243265,0,0.000905452635772623
"Wnt4",2.51293811172032,0.0897359444647588,1.02948990030369,0.53780634219263,0.284651344279762,3.7758475006612,2.96497788986625,3.64678105998992,0.168075072157238,0.481047455308721,0.196273224785702,0.424715742936934,0.428081175897475,0.07130882466851,0,0.193321099681205
"CG31909",0,0,0,0,0.000236634162992428,0,0,0,0,0,0.00157079403795698,0,0,0,0,0
"wg",0.06566805231659,0,0.0775802621874777,0.314509370049206,0.00186815427488495,0.0177396769579653,0.00336709746433991,0.00865547328233093,0.00117144056028596,0.0169362745107982,0.0152434062070931,0.0206635453454912,0.0370688752368944,0,0.0773242635437218,0.0387001975978986
"CR45304",0,0,0,0.000844406029599471,0,0,0,0,0,0.000255771143347142,0,0,0.00296323777582928,0,0,0.000279438855481042
"Wnt6",0.0152241335664965,0.00574875194595253,0.721185471500512,0.18672262811139,0.0264482452671791,1.83528549301693,2.26173383024013,0.0152801844144258,1.34770734596525,0.202068287144702,0.0244747659349183,0.0280513966504054,0.103270802063489,0,0.149151882813336,0.0396185895016432
"Wnt10",0.0386674990554067,0,0.00256375218463733,0.00172933330186263,0.00137407468551337,0.00344752453947967,0.0092321441100767,0,0,0,0,0,0,0,0,0.00170422201316242
"CR44063",7.54670909185023e-05,0,0,0.000551407962626841,0,0,0,0,0,0,0,0,0.000322775143215331,0,0,0
"ninaC",0.00674758160392411,0,0,0.0373424559686014,0.000164553263281947,0.00389265005387428,0,0,0,0.00245669604009765,0,0,0,0,0,0.00440793589943059
"CG5149",0.369276009746047,0.0987834247931675,0.245207141840942,0.389296655201909,0.111831290477205,0.286353876805367,0.823765234498119,0.225371303140008,0.253010031648553,0.239257062275571,0.0238075092242892,0.323513961177565,0.196216786936217,0.126329552013981,0.0643053243776833,0.282187872355035
"gudu",0.000161667542500578,0,0,0.00202517586168221,0,0,0.0121337687928207,0.00771623358508202,0.000914206141783134,0,0.00136286591075763,0,0.364043424984633,0,0,0
"CG5160",0.0577888294217606,0,0.00927969805859184,0.0274009681527074,0.00653960704540919,0.00536186000563317,0.012520469043932,0.00742914596970613,0.0066156029142648,0.00849447065498239,0.0332434205626002,0.0199417246899577,0.0140903103951026,0,0,0.0188390902679562
"CR44079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134756051793219
"CG5171",0.0250566611128127,0.0419370905862568,0.0484935278269591,0.0409409139872162,0.249563986855106,0.0669842948222521,0.0444751635295491,0.04194580208465,0.0228616581360116,0.145353121218319,0.421422120152451,7.58615955627098,0.0308929407961316,0.0101604939075751,0,0.0266269659841242
"CR46205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG5177",0.197263786282954,0.109592475877715,3.86360781971374,0.607476968531665,0.141296545553591,2.39925738902473,0.130085157233536,0.221487646331771,1.32038279426207,1.40481667917754,51.773738119541,2.39038092603341,0.254076611170804,0.0483271373379183,0.0607037384397318,0.123950657505539
"CG5181",0.621818011613263,0.0779081247940584,0.371982589527775,0.243875095249414,0.13349511961073,0.210376968135845,0.289907070440288,0.543605020886194,0.309992578654433,0.259241119282668,0.0814461924969137,0.258440838458306,0.49745841061575,0.391421932621936,0.0173329300538274,0.166697717766451
"CG15818",0.0049862327331488,0.00671746864285638,0.00422984139896904,0.0110362178791496,0.00281700752464859,0.128532551988399,0.015339399189441,0.0244347494148775,2.53001664154677,1.26050482230602,0.00211257951948209,0.00737517516041006,0.00188697972666721,0,0,0.00118803718685655
"chm",0.272052804905058,0.0154123265133741,0.0675067458612117,0.0553169814213472,0.0591019091728665,0.0431869910088369,0.060213391404593,0.0568992719146377,0.0578941945883444,0.0384284846445125,0.0154853173835569,0.0736511426935464,0.107064992352655,0.09779790358321,0.0390183342467796,0.02403400595313
"CR43857",0.00107783488799136,0,0,0.000431610608505353,0.000964321633163223,0.00510524983050571,0.00291894867641732,0,0,0.00123450754753224,0,0,0,0.0111769807845346,0,0
"mir-275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mir-305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"muc",0.618865622193016,0.304001167183383,0.577948750703972,0.258463196623809,1.05009138684283,1.24352680917457,0.51868462643975,0.959512591458658,1.23541760028901,0.766894163577439,1.30699468930755,0.764311613481405,0.632699509841385,0.595614837399762,0.0519987901614822,0.106360687539747
"CG5958",0.146315256228719,0.204911362635075,0.433791986212939,0.103839207534413,3.37525833533246,0.202647397725474,0.479912341509408,0.0658458257700479,0.0636818197458748,2.0250808041898,0.0873218048498767,7.8435875467805,0.0476907976205704,0.169327166473619,0.148605871264013,0.147202206934718
"CG5973",0.0822504987344082,0.0141903553520342,0.8774793318018,1.86875379296292,0.0238332321421122,0.0614444661883606,0.275264213735788,0.293861936234103,0.021033409203686,0.098104949142926,0.0407767703557126,4.13831044210468,1.1688474315994,0.175644793897402,0.120459947711386,1.28730784735421
"santa-maria",0.155624870800012,0,0.041766557267921,0.243312391105389,0.00879533053263344,0,0,2.21017298835624,0.00129246690832351,0.0189249805180679,0.0132567217390068,0.135245318727902,0.725200078636967,0,0.0699697031185497,0.0177225125314861
"Gr28a",0.000647084341490737,0,0,0.00228978391309687,0,0,0,0.00332574177344515,0,0,0,0,0,0,0,0
"Gr28b",0.0171107418529053,0,0.0172447139030329,0.00514960103581805,0.00205236047628397,0,0,0.0493339121827207,0.00230227212591683,0.00416239170752657,0.00262647161339007,0,0.141865673673934,0.00564673782309222,0,0.00765426970118507
"CG6055",0.0651237352036223,0.0101108338901266,0.0523128504939947,2.54883661718313,0.0490950418378253,0.0334039373604379,0.17577828570635,0.0479531199640231,0.266348341448877,0.048933769771353,0.0566081889390368,0.505372135268325,18.6674983909733,1.25265013048572,2.55840549615067,26.2756140051363
"Ziz",0.238793570794942,0.127064575524614,0.643528441768516,0.144961087161573,0.0246833134327524,0.13760484764963,0.17734764514927,0.1331833155424,0.121654340530735,0.114546416486404,0.248033096294708,0.0747364202822932,0.371411407800478,0.162873715539444,0,0.185499167720834
"CG6441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obp28a",0.0280751238208379,0.0206640346159138,0.0170391777267759,0.0661810679276222,0.0316694591892407,0.0285163700359722,0.143140666001881,0.5202992942951,0.0561716474786515,0.0254520926048989,0.040648194691318,0.0311957557123703,34.3848187608867,0.0157921862604869,0.0946571935975492,0.0256417244822141
"RapGAP1",1.47892101465489,1.33281807151159,4.45007866443086,3.34255843356819,0.963968633057515,1.79116233742909,3.39278604616007,1.73599094258132,3.09206767312168,4.1100771938878,2.1750220259049,1.65677370261388,3.41601670972658,9.81242124103889,3.70842164416938,6.27903380945019
"CR44082",0,0,0,0,0,0,0,0,0,0.000736656134011238,0,0,0,0,0,0
"CR46063",0.000156425041453812,0,0,0.000849327298806254,0,0,0,0,0,0,0,0,0.000660548883094407,0.00317726198812721,0,0
"Spn28B",0,0,0.00489183181490874,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR45370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyp4d21",0.000473924659162868,0,0,0.00147213266577915,0.000111442039485609,0,0,0,0,0,0,0,0,0.0211751353091146,0,0
"CG6739",0.00463085523789187,0,0.0440083618279249,0.767731917792965,0.00217632676750287,0.00639347532621415,0,0.00436354324963915,0.00352034582019075,0.00318663704534118,0.0541447100635223,0.00563605723979733,0.0396040184657939,0.239860526414362,0,0.0938877222564689
"CR44799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR44800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slob",0.304873434888957,0.00309949887302221,0.0523328203210124,0.0257655065424857,0.116021937205145,0.0298822752341539,0.0327387956227835,0.147249840975054,0.0101260555517241,0.0252349041936991,0.0906320005006374,0.021959265546596,0.611527708712806,0.0592058791009701,0,0.0373570081045305
"Myo28B1",0.00748847781845074,0.0102490729713497,0,0,0.00172130496976578,0.339210285840501,0,0,0.0114554345610434,0.13130088084694,0.0034902323665608,0.0133417831293152,0.00356043757058651,0,0,0.00451353211584068
"CR44148",0,0.0102490729713497,0,0,0,0.0132704832955576,0,0,0,0.0125184282162531,0,0,0,0,0,0
"CG18585",0.0009348822472494,0,0,0.00029434858949922,0.00231734259123247,0,0,0.00465142986240883,0.147799293622137,0.797940343985529,0.00168762300662189,0,0.000410984328838754,0,0,0.00455300603706022
"CG7025",0,0,0,0,0.000559152690367372,0,0,0,0,0.0437971486960439,0,0,0,0,0,0
"CG43235",0,0,0,0,0.00169765015932426,0,0,0,0,0.00127131939051931,0,0,0,0,0,0
"Tep2",0.0202864713313261,0,0.0724243554066297,0.145413178173571,0.472889408682548,0.00153157932784497,0.0919592545925557,0.031588457560113,0.00459372050511849,0.0276077195468504,0.00658592484201649,0.77094306266727,0.011328379084281,0.0990761043946141,0.00866646502691371,0.0188508271242645
"Tep3",0.000848301974164853,0,0.00516328101724897,0.23207162646544,0.00263720308707305,0.00153157932784497,0,0.0028982755984758,0.00107267870183565,0.000488676295153445,0.0450042841693613,0.00952938844573928,0.049895712352174,0.00342154533410706,0,0.146580202127212
"CR44990",0,0,0,0.00103705221640874,0,0,0,0,0,0,0,0,0,0,0,0
"Ntl",0.00472169263992855,0,0.0157975646482732,0.000188051239299038,0.000289646979998659,0,0,0.00193153113186156,0,0.000976904034809045,0.00143394811947025,0,0.00417837114948996,0,0,0.00740221283363558
"tRNA:Tyr-GTA-3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG33296",0,0,0,0,0.000127108386528723,0,0,0,0,0,0,0,0,0,0,0
"CG13793",0,0,0,0.00103869563100954,0.000230459373430633,0,0,0,0,0,0,0,0.00150007845410315,0,0,0
"CG13794",0,0,0,0.00164291558371148,0.00248304244001135,0,0,0.0023662164860928,0,0,0,0.02149412214238,0,0,0,0.000281674454355035
"CG13795",0.00124104311064094,0,0.00234375176122568,0.002371087972116,0.0682352723950513,0,0.0136662326923238,0,0.00173779887134879,0.000373102809523852,0,0.133106016042008,0.00114063297373738,0,0,0.00505337810994637
"CR46074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13796",0.0375088572425446,0,0.0954509611737508,0.0182237940658469,0.202362085196171,0.00693716061151003,0.0131188262151352,0.095512097756673,0.00827063664639102,0.0143730795932308,0.00460726531785861,0.38732185702161,0.083840705891939,0.0249912966167734,0,0.014735903316819
"CG31904",0.0229688621007842,0,0.0293031610967105,0.0122974536222348,0.0914050120755221,0,0.00670911748939456,0.0433108260346933,0.00436548498856841,0.00716083189286915,0.00214409336583207,0.128702694873236,0.0515361542241579,0.00402064035934875,0,0.0188971388521852
"Acp1",0,0,0,0.000638452187592576,0,0,0,0,0,0,0,0,0,0,0,0
"CG7214",0.00305749723906353,0,0.00180443530197225,0.398432834953883,0.000191847048401901,0,0.00277906000518573,0.00177376428005345,0.000846589084114213,0.000279084264246805,0.00305433509415752,0,0.000433079232755099,0.00394023452275879,0,0.0062009687463424
"ATPsynGL",0,0,0,0,0.000299605295736202,0,0,0,0,0,0,0,0,0,0,0
"CG7203",0.0155308228747971,0.013655324516818,0.00552477345117555,10.5724504269461,0.013289274864007,0.0075259584667862,0.0233563634404689,0.00200934102455495,0.0169223991661447,0.0265635219922553,0.0161610140840056,0.00578650124988427,0.0194336783780884,0.0114054538374827,0,0.0127387915614963
"CR45718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG46025",0.00217892519226105,0,0,0.0149143357607271,0,0,0.00877389712880368,0.0296231909813612,0.000893053455143443,0.000233374472585361,0.00262645429037072,0,0.278480360516998,0,0,0.0120288170228404
"CG7191",0.240715834473643,0.0136853629335903,0.015032144877379,0.0366306211897596,0.00353125857522474,0.00689504907895934,0.00378814998497999,0.0726412306678764,0.00134951309567508,0.285447129591167,0.0280631689177775,0,0.0999276619943192,0.0250040015316719,0,0.00601440851142019
"CG7179",0.000448216454841811,0,0,0.053521870983755,0,0,0,0.00213346122722237,0,0,0,0,0,0,1.41014110747914,0.0876932889126326
"Uro",0.000321067174477429,0,0,0,0,0,0,0,0.00114098202040532,0,0,0,0,0,0,0
"CG7164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG7154",0.975125380452087,0.0338825006630178,0.493368064662506,0.149048766350774,0.239127517740958,0.295840239953072,1.33538751023092,0.250698268620659,0.200594798646574,0.254482892121974,0.0691396551611375,0.199965339790799,0.38448674362888,0.209844755563961,0.125721467767253,0.0771794208125037
"CG7149",0.117850830545846,0.00463571615324565,0.150240871755398,0.0551171799958093,2.95655299667394,0.21339313715832,0.625170353642196,0.115395444494385,0.435636394808691,1.01601520029145,0.0302499853986334,1.0484272208313,0.284170380544372,0.103160038857529,0.200604661425495,0.0252424878775358
"LKRSDH",0.0497576648180706,0.00520414833071738,0.111484655756232,0.0351161821587873,0.874309801751729,0.0199056897256399,0.342439359687243,0.0420568595549062,0.0867629621229848,0.114618968323969,0.0229311500785159,0.387484130079591,0.0551025173786665,0.0187534702566129,0.00866646502691371,0.0197088384132084
"CR44825",0,0,0,0,0.000364372094688926,0,0,0,0,0,0,0,0,0,0,0
"Herp",0.315424493811143,0.0804309100548115,0.23219335588595,0.166818279822103,0.180371915897515,0.121995133176719,0.25436663647719,0.420465871456872,0.210697447078475,0.256298535498393,0.0497308138898829,0.241484466609534,0.301436467165005,0.252161977322134,0.117788412413915,0.0839334849349903
