"","fb_gene_id","log2FoldChange","pvalue","padj","wt_2to4h","wt_14to17h"
"184","FBgn0000576",1.36936927718111,2.32180644434652e-38,6.8076127759392e-38,36.7226723769795,13.3608738792762
"185","FBgn0000577",2.07872172949269,9.33791473872055e-95,5.35701424484495e-94,34.0281838371418,7.57350931433515
"186","FBgn0000578",0.654982101306394,6.2191136548692e-23,1.43114784654113e-22,36.5036193601869,21.7970699923117
"187","FBgn0000579",-2.79876493824185,6.8122676215996e-138,5.85625342377006e-137,38.5444508212625,252.121206437956
"188","FBgn0000581",1.51323942402644,3.65680384903174e-96,2.11827594970889e-95,92.4354119009949,30.518183434991
"189","FBgn0000588",2.96358989251559,1.17360840039931e-77,5.54165157053631e-77,63.6203074303777,7.71039026265024
"190","FBgn0000591",3.77123914635573,4.78237030513116e-64,1.93998481781159e-63,64.0461665947828,4.39543649623682
"191","FBgn0000592",-3.59165377627413,2.79780714807033e-26,6.8127367440819e-26,0.518566851898159,5.76768628422507
"192","FBgn0000594",NA,NA,NA,0,0
"193","FBgn0000606",3.58735040199029,5.67407522737104e-117,4.00099358872252e-116,82.1239566230253,6.39821693359985
"194","FBgn0000611",0.99596491215267,1.04136332866155e-52,3.712765785258e-52,268.085244311483,126.49935657204
"195","FBgn0000615",1.04523748768607,5.33462096622845e-05,8.05552588586887e-05,4.35411427642023,1.99450851202514
"196","FBgn0000617",2.91136944658179,7.40747441806925e-206,1.1648824583217e-204,163.343548730042,20.430331411471
"197","FBgn0000618",2.44247199576146,1.24818964459159e-56,4.66080019223938e-56,155.246056571874,27.0189041661553
"198","FBgn0000625",0.29141168767727,0.295330368540356,0.347108595965738,1.75616353223895,1.36630131748386
"199","FBgn0000629",1.72847094787425,5.10478388478457e-106,3.25116900494375e-105,46.3930973845277,13.1666150715184
"200","FBgn0000633",-2.43143411925603,6.14061627348237e-100,3.6841117550023e-99,0.307736228826711,1.55168095249069
"201","FBgn0000635",-2.20585229973203,1.42162888807009e-185,1.86233384337182e-184,3.05691334690745,13.2732375636697
"202","FBgn0000636",-3.21358030735757,2.56202841412956e-159,2.71187573946301e-158,1.4777143132385,12.9117431053942
"203","FBgn0000639",0.191625187568347,0.869109796693249,0.897975310201367,0.40196438529545,0.321165176154341
"204","FBgn0000640",-0.478107783218801,0.74505361740464,0.790740345095945,0.213281790872704,0.27277287746985
"205","FBgn0000644",-1.63260791506181,0.00993238525953293,0.0134024314043537,0.534221593614119,1.4405257783333
"206","FBgn0000658",0.69165630625634,5.71763366153795e-18,1.20061898607501e-17,45.1586961551007,26.3281980011136
"207","FBgn0000659",0.616994678740783,5.78092979603133e-16,1.16458657671461e-15,82.7368926642307,50.6987196262932
"208","FBgn0000662",0.850569735561441,1.23413015488688e-42,3.82757265022367e-42,124.101044300655,64.6854792309396
"209","FBgn0000667",-3.28970912627747,6.22902202062264e-237,1.26701147339702e-235,16.5496193507433,151.988296430159
"210","FBgn0000709",0.575272372253142,5.76181036102898e-19,1.23440195266516e-18,40.1970819660737,25.4034004513591
"211","FBgn0000711",-1.04983138760887,1.57726802716287e-50,5.43742398837725e-50,8.46139896642797,16.4485409076425
"212","FBgn0000715",-5.99210829279937,2.14096704641799e-14,4.16254508343161e-14,0.0248162241742475,1.77332198084528
"213","FBgn0000719",-0.387419065786463,0.000106476201353559,0.00015840525933814,5.2331054858957,6.42930088037907
"214","FBgn0000721",0.633983799572109,2.08546295671553e-18,4.41356537111918e-18,44.3762850836881,26.9120539283976
"215","FBgn0000723",-1.04933408112848,2.39781190550443e-15,4.76591817910603e-15,1.83002636016641,3.5838629105356
"216","FBgn0000808",3.24403243943533,3.06151787642242e-09,5.26438026944073e-09,1.26154603276474,0.128330537031247
"217","FBgn0000810",1.48568178670582,8.50854413518596e-66,3.5144200667145e-65,59.4947723786997,19.9423938205545
