"","flybase_gene_id","group_name"
"138","FBgn0013307","0 tissues"
"139","FBgn0032304","0 tissues"
"140","FBgn0032436","0 tissues"
"141","FBgn0037547","0 tissues"
"142","FBgn0052603","0 tissues"
"143","FBgn0015001","0 tissues"
"144","FBgn0015010","0 tissues"
"145","FBgn0052656","0 tissues"
"146","FBgn0037627","0 tissues"
"147","FBgn0032615","0 tissues"
"148","FBgn0037690","0 tissues"
"149","FBgn0015572","0 tissues"
"150","FBgn0032663","0 tissues"
"151","FBgn0034480","0 tissues"
"152","FBgn0037782","0 tissues"
"153","FBgn0016047","0 tissues"
"154","FBgn0037832","0 tissues"
"155","FBgn0016123","0 tissues"
"156","FBgn0037870","0 tissues"
"157","FBgn0034588","0 tissues"
"158","FBgn0053306","0 tissues"
"159","FBgn0019940","0 tissues"
"160","FBgn0020258","0 tissues"
"161","FBgn0020508","0 tissues"
"162","FBgn0020639","0 tissues"
"163","FBgn0020641","0 tissues"
"164","FBgn0020644","0 tissues"
"165","FBgn0020645","0 tissues"
"166","FBgn0020765","0 tissues"
"167","FBgn0053470","0 tissues"
"168","FBgn0020880","0 tissues"
"169","FBgn0020906","0 tissues"
"170","FBgn0033129","0 tissues"
"171","FBgn0034828","0 tissues"
"172","FBgn0033138","0 tissues"
"173","FBgn0038135","0 tissues"
"174","FBgn0038148","0 tissues"
"175","FBgn0033221","0 tissues"
"176","FBgn0029762","0 tissues"
"177","FBgn0023178","0 tissues"
"178","FBgn0033294","0 tissues"
"179","FBgn0053808","0 tissues"
"180","FBgn0038354","0 tissues"
"181","FBgn0033423","0 tissues"
"182","FBgn0038416","0 tissues"
"183","FBgn0033501","0 tissues"
"184","FBgn0035193","0 tissues"
"185","FBgn0038481","0 tissues"
"186","FBgn0038485","0 tissues"
"187","FBgn0053983","0 tissues"
"188","FBgn0053985","0 tissues"
"189","FBgn0024997","0 tissues"
"190","FBgn0025383","0 tissues"
"191","FBgn0033587","0 tissues"
"192","FBgn0033598","0 tissues"
"193","FBgn0025583","0 tissues"
"194","FBgn0058198","0 tissues"
"195","FBgn0025643","0 tissues"
"196","FBgn0038642","0 tissues"
"197","FBgn0033724","0 tissues"
"198","FBgn0033726","0 tissues"
"199","FBgn0033728","0 tissues"
"200","FBgn0033730","0 tissues"
"201","FBgn0025837","0 tissues"
"202","FBgn0038700","0 tissues"
"203","FBgn0025878","0 tissues"
"204","FBgn0038725","0 tissues"
"205","FBgn0033788","0 tissues"
"206","FBgn0265808","0 tissues"
"207","FBgn0040923","0 tissues"
"208","FBgn0038799","0 tissues"
"209","FBgn0033869","0 tissues"
"210","FBgn0038845","0 tissues"
"211","FBgn0038873","0 tissues"
"212","FBgn0038897","0 tissues"
"213","FBgn0265915","0 tissues"
"214","FBgn0034011","0 tissues"
"215","FBgn0034053","0 tissues"
"216","FBgn0035736","0 tissues"
"217","FBgn0083941","0 tissues"
"218","FBgn0032281","0 tissues"
"219","FBgn0034128","0 tissues"
"220","FBgn0039091","0 tissues"
"221","FBgn0030729","0 tissues"
"222","FBgn0085227","0 tissues"
"223","FBgn0267578","0 tissues"
"224","FBgn0034197","0 tissues"
"225","FBgn0085244","0 tissues"
"226","FBgn0039152","0 tissues"
"227","FBgn0034247","0 tissues"
"228","FBgn0034279","0 tissues"
"229","FBgn0085313","0 tissues"
"230","FBgn0034289","0 tissues"
"231","FBgn0034291","0 tissues"
"232","FBgn0034292","0 tissues"
"233","FBgn0034294","0 tissues"
"234","FBgn0034295","0 tissues"
"235","FBgn0034296","0 tissues"
"236","FBgn0039232","0 tissues"
"237","FBgn0085334","0 tissues"
"238","FBgn0034318","0 tissues"
"239","FBgn0034329","0 tissues"
"240","FBgn0034382","0 tissues"
"241","FBgn0039313","0 tissues"
"242","FBgn0266276","0 tissues"
"243","FBgn0039332","0 tissues"
"244","FBgn0028532","0 tissues"
"245","FBgn0028533","0 tissues"
"246","FBgn0028534","0 tissues"
"247","FBgn0028542","0 tissues"
"248","FBgn0034470","0 tissues"
"249","FBgn0085475","0 tissues"
"250","FBgn0034475","0 tissues"
"251","FBgn0039435","0 tissues"
"252","FBgn0039438","0 tissues"
"253","FBgn0039439","0 tissues"
"254","FBgn0039448","0 tissues"
"255","FBgn0028871","0 tissues"
"256","FBgn0028872","0 tissues"
"257","FBgn0028920","0 tissues"
"258","FBgn0050371","0 tissues"
"259","FBgn0028950","0 tissues"
"260","FBgn0034661","0 tissues"
"261","FBgn0034664","0 tissues"
"262","FBgn0031249","0 tissues"
"263","FBgn0039670","0 tissues"
"264","FBgn0039671","0 tissues"
"265","FBgn0029573","0 tissues"
"266","FBgn0029639","0 tissues"
"267","FBgn0038136","0 tissues"
"268","FBgn0034901","0 tissues"
"269","FBgn0029765","0 tissues"
"270","FBgn0029810","0 tissues"
"271","FBgn0039864","0 tissues"
"272","FBgn0029827","0 tissues"
"273","FBgn0029851","0 tissues"
"274","FBgn0035006","0 tissues"
"275","FBgn0035022","0 tissues"
"276","FBgn0029898","0 tissues"
"277","FBgn0040060","0 tissues"
"278","FBgn0051463","0 tissues"
"279","FBgn0040074","0 tissues"
"280","FBgn0029950","0 tissues"
"281","FBgn0040099","0 tissues"
"282","FBgn0031690","0 tissues"
"283","FBgn0040255","0 tissues"
"284","FBgn0030005","0 tissues"
"285","FBgn0035154","0 tissues"
"286","FBgn0040363","0 tissues"
"287","FBgn0033588","0 tissues"
"288","FBgn0030105","0 tissues"
"289","FBgn0035265","0 tissues"
"290","FBgn0030158","0 tissues"
"291","FBgn0033614","0 tissues"
"292","FBgn0051789","0 tissues"
"293","FBgn0030237","0 tissues"
"294","FBgn0040653","0 tissues"
"295","FBgn0040717","0 tissues"
"296","FBgn0040733","0 tissues"
"297","FBgn0030304","0 tissues"
"298","FBgn0040795","0 tissues"
"299","FBgn0037129","0 tissues"
"300","FBgn0040958","0 tissues"
"301","FBgn0030394","0 tissues"
"302","FBgn0267224","0 tissues"
"303","FBgn0035543","0 tissues"
"304","FBgn0032069","0 tissues"
"305","FBgn0035548","0 tissues"
"306","FBgn0037222","0 tissues"
"307","FBgn0052189","0 tissues"
"308","FBgn0041337","0 tissues"
"309","FBgn0030537","0 tissues"
"310","FBgn0035665","0 tissues"
"311","FBgn0035667","0 tissues"
"312","FBgn0042105","0 tissues"
"313","FBgn0042110","0 tissues"
"314","FBgn0042137","0 tissues"
"315","FBgn0035718","0 tissues"
"316","FBgn0035743","0 tissues"
"317","FBgn0052354","0 tissues"
"318","FBgn0035785","0 tissues"
"319","FBgn0035788","0 tissues"
"320","FBgn0043471","0 tissues"
"321","FBgn0035817","0 tissues"
"322","FBgn0035845","0 tissues"
"323","FBgn0266095","0 tissues"
"324","FBgn0030746","0 tissues"
"325","FBgn0030748","0 tissues"
"326","FBgn0030775","0 tissues"
"327","FBgn0030776","0 tissues"
"328","FBgn0052571","0 tissues"
"329","FBgn0035926","0 tissues"
"330","FBgn0085300","0 tissues"
"331","FBgn0030832","0 tissues"
"332","FBgn0085311","0 tissues"
"333","FBgn0030837","0 tissues"
"334","FBgn0267657","0 tissues"
"335","FBgn0262022","0 tissues"
"336","FBgn0036024","0 tissues"
"337","FBgn0050025","0 tissues"
"338","FBgn0050026","0 tissues"
"339","FBgn0050031","0 tissues"
"340","FBgn0050052","0 tissues"
"341","FBgn0030929","0 tissues"
"342","FBgn0262142","0 tissues"
"343","FBgn0036110","0 tissues"
"344","FBgn0266325","0 tissues"
"345","FBgn0050196","0 tissues"
"346","FBgn0036226","0 tissues"
"347","FBgn0036227","0 tissues"
"348","FBgn0039481","0 tissues"
"349","FBgn0034582","0 tissues"
"350","FBgn0036320","0 tissues"
"351","FBgn0264916","0 tissues"
"352","FBgn0036393","0 tissues"
"353","FBgn0036394","0 tissues"
"354","FBgn0050479","0 tissues"
"355","FBgn0050480","0 tissues"
"356","FBgn0262569","0 tissues"
"357","FBgn0051036","0 tissues"
"358","FBgn0038074","0 tissues"
"359","FBgn0031324","0 tissues"
"360","FBgn0031327","0 tissues"
"361","FBgn0051080","0 tissues"
"362","FBgn0051087","0 tissues"
"363","FBgn0284229","0 tissues"
"364","FBgn0033124","0 tissues"
"365","FBgn0262679","0 tissues"
"366","FBgn0265152","0 tissues"
"367","FBgn0036639","0 tissues"
"368","FBgn0051265","0 tissues"
"369","FBgn0051266","0 tissues"
"370","FBgn0051267","0 tissues"
"371","FBgn0031533","0 tissues"
"372","FBgn0051343","0 tissues"
"373","FBgn0262972","0 tissues"
"374","FBgn0051439","0 tissues"
"375","FBgn0051446","0 tissues"
"376","FBgn0036766","0 tissues"
"377","FBgn0036835","0 tissues"
"378","FBgn0036871","0 tissues"
"379","FBgn0036873","0 tissues"
"380","FBgn0036879","0 tissues"
"381","FBgn0052405","0 tissues"
"382","FBgn0033645","0 tissues"
"383","FBgn0036979","0 tissues"
"384","FBgn0051821","0 tissues"
"385","FBgn0038643","0 tissues"
"386","FBgn0035980","0 tissues"
"387","FBgn0033782","0 tissues"
"388","FBgn0267705","0 tissues"
"389","FBgn0265809","0 tissues"
"390","FBgn0037178","0 tissues"
"391","FBgn0037181","0 tissues"
"392","FBgn0032085","0 tissues"
"393","FBgn0037204","0 tissues"
"394","FBgn0037227","0 tissues"
"395","FBgn0032131","0 tissues"
"396","FBgn0032144","0 tissues"
"397","FBgn0032181","0 tissues"
"398","FBgn0032187","0 tissues"
"399","FBgn0052237","0 tissues"
"400","FBgn0052241","0 tissues"
"401","FBgn0042086","0 tissues"
"402","FBgn0052269","0 tissues"
"403","FBgn0052284","0 tissues"
"404","FBgn0053271","0 tissues"
"405","FBgn0037895","0 tissues"
"406","FBgn0052302","0 tissues"
"407","FBgn0039031","0 tissues"
"408","FBgn0037420","0 tissues"
"409","FBgn0039052","0 tissues"
"410","FBgn0037428","0 tissues"
"411","FBgn0039596","0 tissues"
"412","FBgn0085205","0 tissues"
"413","FBgn0039107","0 tissues"
"414","FBgn0046689","0 tissues"
"415","FBgn0037615","0 tissues"
"416","FBgn0264488","0 tissues"
"417","FBgn0039807","0 tissues"
"418","FBgn0039311","0 tissues"
"419","FBgn0085455","0 tissues"
"420","FBgn0037750","0 tissues"
"421","FBgn0266365","0 tissues"
"422","FBgn0053124","0 tissues"
"423","FBgn0053127","0 tissues"
"424","FBgn0053128","0 tissues"
"425","FBgn0053192","0 tissues"
"426","FBgn0259736","0 tissues"
"427","FBgn0039480","0 tissues"
"428","FBgn0053269","0 tissues"
"429","FBgn0266566","0 tissues"
"430","FBgn0039053","0 tissues"
"431","FBgn0039612","0 tissues"
"432","FBgn0044011","0 tissues"
"433","FBgn0039086","0 tissues"
"434","FBgn0038002","0 tissues"
"435","FBgn0038009","0 tissues"
"436","FBgn0264993","0 tissues"
"437","FBgn0038095","0 tissues"
"438","FBgn0250815","0 tissues"
"439","FBgn0038161","0 tissues"
"440","FBgn0034900","0 tissues"
"441","FBgn0262856","0 tissues"
"442","FBgn0038820","0 tissues"
"443","FBgn0033308","0 tissues"
"444","FBgn0262983","0 tissues"
"445","FBgn0263235","0 tissues"
"446","FBgn0051648","0 tissues"
"447","FBgn0054026","0 tissues"
"448","FBgn0267550","0 tissues"
"449","FBgn0034755","0 tissues"
"450","FBgn0266144","0 tissues"
"451","FBgn0063496","0 tissues"
"452","FBgn0085310","0 tissues"
"453","FBgn0262028","0 tissues"
"454","FBgn0033826","0 tissues"
"455","FBgn0038818","0 tissues"
"456","FBgn0085474","0 tissues"
"457","FBgn0052208","0 tissues"
"458","FBgn0266401","0 tissues"
"459","FBgn0037290","0 tissues"
"460","FBgn0039475","0 tissues"
"461","FBgn0039051","0 tissues"
"462","FBgn0267542","0 tissues"
"463","FBgn0266069","0 tissues"
"464","FBgn0052483","0 tissues"
"465","FBgn0039131","0 tissues"
"466","FBgn0267617","0 tissues"
"467","FBgn0035929","0 tissues"
"468","FBgn0052633","0 tissues"
"469","FBgn0085294","0 tissues"
"470","FBgn0085296","0 tissues"
"471","FBgn0085297","0 tissues"
"472","FBgn0261997","0 tissues"
"473","FBgn0053527","0 tissues"
"474","FBgn0039777","0 tissues"
"475","FBgn0085356","0 tissues"
"476","FBgn0039469","0 tissues"
"477","FBgn0039297","0 tissues"
"478","FBgn0036102","0 tissues"
"479","FBgn0039325","0 tissues"
"480","FBgn0034499","0 tissues"
"481","FBgn0053160","0 tissues"
"482","FBgn0039471","0 tissues"
"483","FBgn0039821","0 tissues"
"484","FBgn0054003","0 tissues"
"485","FBgn0034783","0 tissues"
"486","FBgn0040699","0 tissues"
"487","FBgn0039760","0 tissues"
"488","FBgn0250833","0 tissues"
"489","FBgn0039778","0 tissues"
"490","FBgn0039787","0 tissues"
"491","FBgn0039801","0 tissues"
"492","FBgn0040828","0 tissues"
"493","FBgn0039872","0 tissues"
"494","FBgn0051337","0 tissues"
"495","FBgn0263081","0 tissues"
"496","FBgn0259896","0 tissues"
"497","FBgn0259998","0 tissues"
"498","FBgn0035313","0 tissues"
"499","FBgn0052074","0 tissues"
"500","FBgn0040734","0 tissues"
"501","FBgn0052213","0 tissues"
"502","FBgn0267737","0 tissues"
"503","FBgn0261675","0 tissues"
"504","FBgn0038701","0 tissues"
"505","FBgn0052220","0 tissues"
"506","FBgn0035985","0 tissues"
"507","FBgn0267457","0 tissues"
"508","FBgn0085319","0 tissues"
"509","FBgn0267025","0 tissues"
"510","FBgn0264296","0 tissues"
"511","FBgn0263080","0 tissues"
"512","FBgn0267740","0 tissues"
"513","FBgn0262608","0 tissues"
"514","FBgn0037563","0 tissues"
"515","FBgn0266734","0 tissues"
"516","FBgn0050411","0 tissues"
"517","FBgn0038819","0 tissues"
"518","FBgn0036321","0 tissues"
"519","FBgn0266702","0 tissues"
"520","FBgn0265081","0 tissues"
"521","FBgn0266331","0 tissues"
"522","FBgn0046880","0 tissues"
"523","FBgn0037174","0 tissues"
"524","FBgn0266642","0 tissues"
"525","FBgn0038846","0 tissues"
"526","FBgn0266491","0 tissues"
"527","FBgn0053272","0 tissues"
"528","FBgn0039024","1-2 tissues"
"529","FBgn0085195","1-2 tissues"
"530","FBgn0038181","1-2 tissues"
"531","FBgn0034288","1-2 tissues"
"532","FBgn0003965","1-2 tissues"
"533","FBgn0037275","1-2 tissues"
"534","FBgn0037165","1-2 tissues"
"535","FBgn0033629","1-2 tissues"
"536","FBgn0040256","1-2 tissues"
"537","FBgn0034693","1-2 tissues"
"538","FBgn0259209","1-2 tissues"
"539","FBgn0051778","1-2 tissues"
"540","FBgn0031560","1-2 tissues"
"541","FBgn0038466","1-2 tissues"
"542","FBgn0037416","1-2 tissues"
"543","FBgn0032124","1-2 tissues"
"544","FBgn0020416","1-2 tissues"
"545","FBgn0024980","1-2 tissues"
"546","FBgn0035511","1-2 tissues"
"547","FBgn0051259","1-2 tissues"
"548","FBgn0035649","1-2 tissues"
"549","FBgn0040723","1-2 tissues"
"550","FBgn0033848","1-2 tissues"
"551","FBgn0032895","1-2 tissues"
"552","FBgn0040799","1-2 tissues"
"553","FBgn0033793","1-2 tissues"
"554","FBgn0243586","1-2 tissues"
"555","FBgn0004577","1-2 tissues"
"556","FBgn0038658","1-2 tissues"
"557","FBgn0034759","1-2 tissues"
"558","FBgn0053966","1-2 tissues"
"559","FBgn0037430","1-2 tissues"
"560","FBgn0032797","1-2 tissues"
"561","FBgn0011296","1-2 tissues"
"562","FBgn0042104","1-2 tissues"
"563","FBgn0039085","1-2 tissues"
"564","FBgn0046113","1-2 tissues"
"565","FBgn0037503","1-2 tissues"
"566","FBgn0052054","1-2 tissues"
"567","FBgn0263031","1-2 tissues"
"568","FBgn0036225","1-2 tissues"
"569","FBgn0030358","1-2 tissues"
"570","FBgn0017482","1-2 tissues"
"571","FBgn0004552","1-2 tissues"
"572","FBgn0038832","1-2 tissues"
"573","FBgn0005586","1-2 tissues"
"574","FBgn0031930","1-2 tissues"
"575","FBgn0031563","1-2 tissues"
"576","FBgn0036951","1-2 tissues"
"577","FBgn0267534","1-2 tissues"
"578","FBgn0038180","1-2 tissues"
"579","FBgn0040730","1-2 tissues"
"580","FBgn0038613","1-2 tissues"
"581","FBgn0035859","1-2 tissues"
"582","FBgn0035875","1-2 tissues"
"583","FBgn0032209","1-2 tissues"
"584","FBgn0024361","1-2 tissues"
"585","FBgn0037146","1-2 tissues"
"586","FBgn0040281","1-2 tissues"
"587","FBgn0030011","1-2 tissues"
"588","FBgn0265577","1-2 tissues"
"589","FBgn0037395","1-2 tissues"
"590","FBgn0036367","1-2 tissues"
"591","FBgn0037429","1-2 tissues"
"592","FBgn0039415","1-2 tissues"
"593","FBgn0031970","1-2 tissues"
"594","FBgn0035043","1-2 tissues"
"595","FBgn0036756","1-2 tissues"
"596","FBgn0002571","1-2 tissues"
"597","FBgn0039805","1-2 tissues"
"598","FBgn0035281","1-2 tissues"
"599","FBgn0037849","1-2 tissues"
"600","FBgn0035293","1-2 tissues"
"601","FBgn0052548","1-2 tissues"
"602","FBgn0034567","1-2 tissues"
"603","FBgn0034761","1-2 tissues"
"604","FBgn0052570","1-2 tissues"
"605","FBgn0038105","1-2 tissues"
"606","FBgn0030257","1-2 tissues"
"607","FBgn0036529","1-2 tissues"
"608","FBgn0039238","1-2 tissues"
"609","FBgn0039264","1-2 tissues"
"610","FBgn0266742","1-2 tissues"
"611","FBgn0026754","1-2 tissues"
"612","FBgn0260955","1-2 tissues"
"613","FBgn0266807","1-2 tissues"
"614","FBgn0260964","1-2 tissues"
"615","FBgn0052029","1-2 tissues"
"616","FBgn0030928","1-2 tissues"
"617","FBgn0266275","1-2 tissues"
"618","FBgn0015570","1-2 tissues"
"619","FBgn0031939","1-2 tissues"
"620","FBgn0259219","1-2 tissues"
"621","FBgn0033873","1-2 tissues"
"622","FBgn0023496","1-2 tissues"
"623","FBgn0015032","1-2 tissues"
"624","FBgn0032773","1-2 tissues"
"625","FBgn0041723","1-2 tissues"
"626","FBgn0026755","1-2 tissues"
"627","FBgn0038938","1-2 tissues"
"628","FBgn0030157","1-2 tissues"
"629","FBgn0034200","1-2 tissues"
"630","FBgn0036282","1-2 tissues"
"631","FBgn0034943","1-2 tissues"
"632","FBgn0038436","1-2 tissues"
"633","FBgn0039521","1-2 tissues"
"634","FBgn0053302","1-2 tissues"
"635","FBgn0036870","1-2 tissues"
"636","FBgn0035781","1-2 tissues"
"637","FBgn0037424","1-2 tissues"
"638","FBgn0051664","1-2 tissues"
"639","FBgn0039081","1-2 tissues"
"640","FBgn0037817","1-2 tissues"
"641","FBgn0029105","1-2 tissues"
"642","FBgn0054054","1-2 tissues"
"643","FBgn0037107","1-2 tissues"
"644","FBgn0036940","1-2 tissues"
"645","FBgn0035496","1-2 tissues"
"646","FBgn0045038","1-2 tissues"
"647","FBgn0031857","1-2 tissues"
"648","FBgn0031692","1-2 tissues"
"649","FBgn0034229","1-2 tissues"
"650","FBgn0040606","1-2 tissues"
"651","FBgn0033679","1-2 tissues"
"652","FBgn0262613","1-2 tissues"
"653","FBgn0027929","1-2 tissues"
"654","FBgn0036551","1-2 tissues"
"655","FBgn0034103","1-2 tissues"
"656","FBgn0035798","1-2 tissues"
"657","FBgn0034662","1-2 tissues"
"658","FBgn0040797","1-2 tissues"
"659","FBgn0004779","1-2 tissues"
"660","FBgn0036594","1-2 tissues"
"661","FBgn0036593","1-2 tissues"
"662","FBgn0051198","1-2 tissues"
"663","FBgn0032024","1-2 tissues"
"664","FBgn0032025","1-2 tissues"
"665","FBgn0051792","1-2 tissues"
"666","FBgn0038795","1-2 tissues"
"667","FBgn0085425","1-2 tissues"
"668","FBgn0032652","1-2 tissues"
"669","FBgn0085428","1-2 tissues"
"670","FBgn0036676","1-2 tissues"
"671","FBgn0023479","1-2 tissues"
"672","FBgn0033911","1-2 tissues"
"673","FBgn0033366","1-2 tissues"
"674","FBgn0259707","1-2 tissues"
"675","FBgn0039470","1-2 tissues"
"676","FBgn0038394","1-2 tissues"
"677","FBgn0266446","1-2 tissues"
"678","FBgn0035711","1-2 tissues"
"679","FBgn0040279","1-2 tissues"
"680","FBgn0024897","1-2 tissues"
"681","FBgn0030041","1-2 tissues"
"682","FBgn0262728","1-2 tissues"
"683","FBgn0261681","1-2 tissues"
"684","FBgn0033589","1-2 tissues"
"685","FBgn0044047","1-2 tissues"
"686","FBgn0032373","1-2 tissues"
"687","FBgn0035856","1-2 tissues"
"688","FBgn0030162","1-2 tissues"
"689","FBgn0039682","1-2 tissues"
"690","FBgn0031865","1-2 tissues"
"691","FBgn0034758","1-2 tissues"
"692","FBgn0040601","1-2 tissues"
"693","FBgn0020640","1-2 tissues"
"694","FBgn0085277","1-2 tissues"
"695","FBgn0051086","1-2 tissues"
"696","FBgn0033136","1-2 tissues"
"697","FBgn0260767","1-2 tissues"
"698","FBgn0262001","1-2 tissues"
"699","FBgn0039239","1-2 tissues"
"700","FBgn0034883","1-2 tissues"
"701","FBgn0260942","1-2 tissues"
"702","FBgn0035090","1-2 tissues"
"703","FBgn0262146","1-2 tissues"
"704","FBgn0029807","1-2 tissues"
"705","FBgn0040968","1-2 tissues"
"706","FBgn0033275","1-2 tissues"
"707","FBgn0034437","1-2 tissues"
"708","FBgn0039897","1-2 tissues"
"709","FBgn0037197","1-2 tissues"
"710","FBgn0038291","1-2 tissues"
"711","FBgn0039927","1-2 tissues"
"712","FBgn0037228","1-2 tissues"
"713","FBgn0035076","1-2 tissues"
"714","FBgn0035858","1-2 tissues"
"715","FBgn0031466","1-2 tissues"
"716","FBgn0038581","1-2 tissues"
"717","FBgn0036620","1-2 tissues"
"718","FBgn0033658","1-2 tissues"
"719","FBgn0035917","1-2 tissues"
"720","FBgn0034789","1-2 tissues"
"721","FBgn0028936","1-2 tissues"
"722","FBgn0051106","1-2 tissues"
"723","FBgn0038132","1-2 tissues"
"724","FBgn0040349","1-2 tissues"
"725","FBgn0260000","1-2 tissues"
"726","FBgn0032322","1-2 tissues"
"727","FBgn0039611","1-2 tissues"
"728","FBgn0266626","1-2 tissues"
"729","FBgn0028381","1-2 tissues"
"730","FBgn0039453","1-2 tissues"
"731","FBgn0040091","1-2 tissues"
"732","FBgn0038693","1-2 tissues"
"733","FBgn0034920","1-2 tissues"
"734","FBgn0267714","1-2 tissues"
"735","FBgn0036108","1-2 tissues"
"736","FBgn0032433","1-2 tissues"
"737","FBgn0039719","1-2 tissues"
"738","FBgn0004516","1-2 tissues"
"739","FBgn0085305","1-2 tissues"
"740","FBgn0052667","1-2 tissues"
"741","FBgn0046878","1-2 tissues"
"742","FBgn0037996","1-2 tissues"
"743","FBgn0030541","1-2 tissues"
"744","FBgn0039818","1-2 tissues"
"745","FBgn0052036","1-2 tissues"
"746","FBgn0004513","1-2 tissues"
"747","FBgn0038774","1-2 tissues"
"748","FBgn0036984","1-2 tissues"
"749","FBgn0050101","1-2 tissues"
"750","FBgn0028543","1-2 tissues"
"751","FBgn0032684","1-2 tissues"
