fb_gene_id,fb_symbol, early_FPKM , late_FPKM , epidermis_FPKM , glia_FPKM , gut_FPKM , muscle_FPKM , neuron_FPKM , trachea_FPKM ,polii.embryo14,polii.embryo17,polii.larvae,polii.epidermis,polii.glia,polii.gut,polii.muscle,polii.neuron,polii.trachea,min_tissue_tss_ratio,max_tissue_tss_ratio,tbp.embryo14,tbp.embryo17,tfiib.embryo14,tfiib.embryo17,tfiif.embryo14,tfiif.embryo17,below_bg_tissues,above_bg_tissues,polii_group_tissues,whole_embryo_pol_status,intact_diff_expression
FBgn0034295,CG10911, 0.3 , 61.7 , 7.3 , 6.4 , 7.7 , 5.2 , 8.0 , 13.9 ,0.06,1.75,2.02,-12.76,0.18,0.31,0.13,-0.61,-0.19,-12.76,0.31,1.10,0.51,1.44,3.51,2.36,3.07,3,0,No Pol II, Low,Yes
FBgn0040363,CG11384, 0.0 , 18.1 , 7.4 , 5.7 , 6.1 , 5.7 , 4.4 , 17.1 ,1.68,3.49,2.48,-1.23,-1.65,0.42,-0.55,-0.77,-0.30,-1.65,0.42,2.26,0.81,0.76,2.39,1.80,2.14,5,0,No Pol II,Above 2-fold,Yes
FBgn0036876,CG9451, 0.3 , 6.1 , 4.2 , 3.7 , 6.4 , 5.2 , 2.3 , 3.7 ,-0.27,1.61,1.87,-1.00,-0.54,1.09,0.50,-1.30,-0.73,-1.30,1.09,1.17,1.02,0.61,1.87,0.20,1.86,4,1,Recruitment regulated,  Below background,Yes
FBgn0001089,Gal, 0.7 , 5.5 , 7.8 , 6.0 , 9.8 , 5.1 , 5.5 , 12.6 ,0.97,2.16,1.84,1.01,-0.51,-0.39,-0.31,-0.90,0.67,-0.90,1.01,1.15,-0.03,0.37,1.53,0.64,1.46,4,1,Recruitment regulated, Low,No
FBgn0035006,CG4563, 0.4 , 65.6 , 10.8 , 5.9 , 39.4 , 5.0 , 5.2 , 20.0 ,0.06,1.06,1.00,-1.72,-1.42,-0.85,-1.07,-1.64,-1.25,-1.72,-0.85,1.47,0.41,0.98,2.39,1.55,2.71,6,0,No Pol II, Low,Yes
FBgn0036878,Cpr76Ba, 0.1 , 9.2 , 6.8 , 3.1 , 6.5 , 5.0 , 2.9 , 5.0 ,-0.82,-1.63,-2.20,-1.97,-1.75,-1.21,-3.37,-1.21,-0.80,-3.37,-0.80,-1.14,-0.16,-0.12,0.37,1.07,1.06,6,0,No Pol II,  Below background,Yes
FBgn0030993,Mec2, 0.4 , 20.8 , 7.0 , 6.0 , 7.6 , 5.3 , 4.2 , 9.5 ,2.91,4.02,3.60,0.30,0.02,1.00,1.52,-0.51,0.34,-0.51,1.52,3.68,2.51,0.70,2.51,1.47,2.06,1,2,Recruitment regulated,Above 2-fold,Yes
FBgn0039818,CG11318, 0.0 , 8.4 , 2.5 , 2.4 , 4.4 , 2.1 , 4.2 , 7.0 ,2.74,3.84,3.35,0.46,0.04,0.07,0.55,-0.97,-0.59,-0.97,0.55,1.96,-0.04,1.31,2.58,1.97,1.77,2,0,No Pol II,Above 2-fold,Yes
FBgn0038873,CG5892, 0.1 , 17.1 , 2.6 , 4.7 , 14.2 , 4.9 , 7.6 , 15.7 ,0.42,1.80,1.51,-1.75,-0.23,-1.04,-0.73,-1.13,-0.95,-1.75,-0.23,1.90,0.93,1.66,3.10,2.12,3.29,6,0,No Pol II, Low,Yes
FBgn0038074,CG6188, 0.1 , 10.2 , 9.6 , 4.2 , 4.8 , 4.9 , 0.7 , 3.5 ,-0.75,1.00,-0.16,-2.76,-1.06,-1.12,-1.07,-2.15,-0.71,-2.76,-0.71,-0.45,-0.66,0.02,1.20,-0.27,0.93,6,0,No Pol II,  Below background,Yes
FBgn0033589,CG13227, 0.3 , 15.7 , 11.8 , 1.7 , 12.4 , 4.2 , 4.2 , 14.7 ,1.42,1.43,-0.49,-0.25,-0.10,-0.25,1.32,-0.11,-0.49,-0.49,1.32,1.96,-0.02,2.76,3.40,3.53,1.71,5,1,Recruitment regulated,Above 2-fold,Yes
FBgn0037165,CG11437, 0.2 , 20.3 , 7.1 , 4.3 , 7.1 , 5.5 , 4.1 , 3.4 ,1.66,0.87,1.39,1.35,-1.81,0.78,-0.37,-0.88,-0.45,-1.81,1.35,1.76,-0.28,0.43,0.38,1.44,0.38,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0263390,Nha2, 0.1 , 14.6 , 7.3 , 5.5 , 22.4 , 6.5 , 4.1 , 10.7 ,2.99,2.93,3.31,-0.01,-0.05,1.02,1.50,0.08,-0.79,-0.79,1.50,2.76,1.08,0.95,0.93,1.06,0.59,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0035187,Trh, 0.1 , 5.7 , 5.8 , 3.9 , 4.6 , 4.8 , 5.4 , 4.5 ,-0.90,0.66,-0.11,-1.27,-0.52,-1.09,-1.50,-0.18,-0.35,-1.50,-0.18,0.19,0.02,-0.51,0.57,0.28,0.63,6,0,No Pol II,  Below background,No
FBgn0039326,CG10562, 0.1 , 10.2 , 2.4 , 3.7 , 9.7 , 2.7 , 3.9 , 4.9 ,2.61,4.49,4.38,0.41,0.79,-0.73,0.43,-0.22,1.04,-0.73,1.04,3.51,1.37,2.30,3.97,3.21,3.02,2,1,Recruitment regulated,Above 2-fold,Yes
FBgn0030156,CG15247, 0.0 , 5.9 , 4.4 , 3.2 , 3.2 , 6.9 , 3.8 , 2.8 ,2.34,2.06,2.52,-2.37,-1.15,-1.49,1.13,-1.95,-1.69,-2.37,1.13,1.88,-0.07,0.00,0.28,0.78,-0.16,5,1,Recruitment regulated,Above 2-fold,Yes
FBgn0001170,H2.0, 0.8 , 8.4 , 6.4 , 4.7 , 5.1 , 7.4 , 3.8 , 3.6 ,1.83,1.89,1.90,-1.65,-1.54,0.07,1.58,-1.20,-0.51,-1.65,1.58,0.37,-0.38,-0.65,0.39,0.17,-0.21,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0035154,CG3344, 0.3 , 31.5 , 5.4 , 6.8 , 8.4 , 4.7 , 6.6 , 13.4 ,0.08,0.75,0.86,-1.49,-1.27,-1.13,-0.50,-1.75,-0.13,-1.75,-0.13,-0.06,-0.53,0.40,0.29,0.53,0.08,6,0,No Pol II, Low,Yes
FBgn0002564,Lsp1gamma, 0.8 , 9.0 , 2.4 , 1.6 , 5.5 , 4.7 , 1.0 , 3.0 ,-1.10,-3.63,-3.34,-0.89,-1.35,-2.10,-0.17,-1.89,-2.20,-2.20,-0.17,-2.05,-0.73,-1.02,-0.97,-2.95,-0.66,6,0,No Pol II,  Below background,Yes
FBgn0023178,Pdf, 0.4 , 8.5 , 8.7 , 6.3 , 9.4 , 4.7 , 7.9 , 9.7 ,-1.04,-1.50,-1.77,-3.37,-1.22,-1.27,-0.72,-1.35,-1.26,-3.37,-0.72,-2.21,-0.94,-1.16,-0.11,-0.87,-0.86,6,0,No Pol II,  Below background,Yes
FBgn0038799,CG4288, 0.3 , 27.7 , 4.1 , 9.3 , 4.1 , 4.7 , 3.2 , 3.2 ,0.23,2.23,1.80,-0.26,-0.21,-0.08,-1.05,0.12,-0.72,-1.05,0.12,-0.32,0.13,0.44,1.49,0.47,0.47,5,0,No Pol II, Low,Yes
FBgn0035325,CG13806, 0.2 , 54.4 , 5.9 , 12.5 , 6.1 , 4.6 , 5.0 , 7.9 ,-1.02,-3.52,-1.51,-1.53,-0.27,-0.78,-2.75,-1.04,0.57,-2.75,0.57,-0.24,-0.09,0.38,-0.27,0.55,-0.30,5,0,No Pol II,  Below background,Yes
FBgn0036422,CG3868, 0.9 , 70.8 , 2.9 , 4.5 , 11.9 , 4.6 , 1.6 , 9.7 ,0.87,2.71,2.66,-1.90,-1.15,-0.85,-1.07,-2.60,-1.11,-2.60,-0.85,2.76,1.05,1.28,3.94,1.66,4.45,6,0,No Pol II, Low,Yes
FBgn0035057,CG3880, 0.8 , 5.1 , 6.1 , 6.2 , 5.7 , 4.6 , 5.9 , 5.3 ,0.73,-0.30,-0.44,2.40,-0.53,1.39,0.57,-0.31,1.34,-0.53,2.40,1.04,-0.18,0.00,0.10,0.15,-0.04,2,3,Recruitment regulated, Low,No
FBgn0266721,gammaSnap2, 0.3 , 6.4 , 4.9 , 4.2 , 4.9 , 4.5 , 4.8 , 4.5 ,0.53,2.01,1.57,1.74,1.20,-0.15,0.46,1.31,-0.11,-0.15,1.74,0.46,-0.07,1.22,1.56,1.52,1.00,2,3,Recruitment regulated, Low,No
FBgn0029765,CG16756, 0.3 , 14.0 , 11.2 , 4.1 , 7.3 , 8.6 , 3.7 , 5.8 ,2.39,3.59,2.90,-0.54,-0.86,-1.15,2.37,0.07,-0.59,-1.15,2.37,1.49,-0.42,-0.29,0.62,-0.22,0.29,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0040255,Ugt86De, 0.1 , 18.4 , 2.2 , 1.8 , 4.9 , 2.5 , 3.6 , 4.9 ,1.71,3.61,3.04,-2.25,-0.98,-0.36,-0.23,-0.48,-1.32,-2.25,-0.23,1.02,0.36,0.97,3.41,1.95,2.77,6,0,No Pol II,Above 2-fold,Yes
FBgn0039787,CG9702, 0.2 , 14.2 , 8.4 , 3.8 , 17.5 , 4.4 , 3.3 , 4.4 ,0.30,0.36,0.36,-0.43,-0.53,-0.80,-0.11,-0.42,-1.57,-1.57,-0.11,-0.92,0.14,-0.25,-0.16,-0.07,-0.17,6,0,No Pol II, Low,Yes
FBgn0036419,CG13482, 0.5 , 16.2 , 7.1 , 10.9 , 11.0 , 4.4 , 8.3 , 16.1 ,2.19,3.23,3.26,-0.99,-1.69,-0.34,-2.49,-1.09,-0.95,-2.49,-0.34,3.07,1.12,1.76,3.65,2.65,3.73,6,0,No Pol II,Above 2-fold,No
FBgn0031055,et, 1.0 , 5.6 , 8.9 , 4.3 , 4.2 , 7.3 , 3.5 , 3.8 ,2.48,3.93,3.31,0.87,-0.82,-0.67,3.58,-1.22,-0.63,-1.22,3.58,1.43,0.63,-0.53,1.13,0.24,0.93,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0034664,CG4377, -   , 15.4 , 3.0 , 3.1 , 6.4 , 4.4 , 4.3 , 7.6 ,0.23,2.07,0.89,-0.11,-0.57,1.16,-0.61,-0.52,-0.58,-0.61,1.16,0.77,-0.14,0.92,1.91,1.70,2.38,5,1,Recruitment regulated, Low,Yes
FBgn0001285,Jon44E, 0.2 , 35.2 , 4.8 , 5.3 , 3.1 , 4.3 , 0.7 , 14.6 ,-0.52,0.78,0.42,-1.28,-1.18,-0.40,-1.91,-0.47,-1.03,-1.91,-0.40,-0.69,-0.07,-0.35,1.30,-0.26,2.14,6,0,No Pol II,  Below background,Yes
FBgn0036620,CG4842, 0.4 , 9.6 , 5.4 , 2.8 , 11.8 , 2.9 , 3.4 , 6.4 ,2.92,4.11,3.69,1.65,-0.92,0.05,2.27,0.02,0.44,-0.92,2.27,3.87,2.61,1.62,1.66,2.35,1.03,1,2,Recruitment regulated,Above 2-fold,Yes
FBgn0032143,CG4017, 0.3 , 6.9 , 2.6 , 2.6 , 2.4 , 4.3 , 1.3 , 5.3 ,-0.91,-1.83,-1.48,-6.58,-0.28,-1.09,-0.32,-1.08,-0.63,-6.58,-0.28,-1.48,-0.19,-0.71,-0.55,-0.01,0.00,6,0,No Pol II,  Below background,Yes
FBgn0039670,CG7567, 0.6 , 95.0 , 3.7 , 6.8 , 4.3 , 4.3 , 0.6 , 10.7 ,-1.05,-2.12,-1.17,-2.01,-1.35,-0.61,-0.45,-0.69,-1.35,-2.01,-0.45,-0.84,-0.35,0.48,0.50,1.01,0.27,6,0,No Pol II,  Below background,Yes
FBgn0033928,Arc2, 0.4 , 5.2 , 5.9 , 6.1 , 6.2 , 7.6 , 3.4 , 3.6 ,5.01,6.32,6.06,4.82,3.10,3.78,4.13,3.76,3.52,3.10,4.82,5.46,4.49,1.83,1.38,2.37,0.09,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0051974,CG31974, 0.8 , 16.1 , 5.7 , 4.8 , 12.6 , 4.2 , 3.2 , 8.0 ,-0.09,2.48,2.47,-1.18,-0.28,0.40,0.39,-0.56,-0.18,-1.18,0.40,1.67,0.40,1.62,2.16,3.31,1.52,4,0,No Pol II,  Below background,No
FBgn0030928,CG15044, 0.1 , 17.6 , 4.6 , 3.6 , 5.6 , 3.0 , 3.4 , 9.9 ,1.46,2.90,2.71,-1.70,-0.38,-0.58,-0.27,-0.96,-0.63,-1.70,-0.27,3.33,1.41,2.16,4.31,3.63,4.32,6,0,No Pol II,Above 2-fold,Yes
FBgn0034296,CG10912, 0.1 , 33.0 , 6.9 , 4.3 , 11.4 , 4.2 , 6.3 , 17.9 ,0.27,0.99,1.09,-3.07,-0.84,0.16,-4.10,-0.63,-0.93,-4.10,0.16,0.64,-0.20,0.52,1.28,1.58,1.31,5,0,No Pol II, Low,Yes
FBgn0011822,pcl, 0.2 , 26.2 , 4.3 , 6.1 , 4.4 , 4.2 , 3.6 , 8.7 ,0.27,1.36,1.23,-1.82,-1.01,0.50,-3.99,-1.00,-1.92,-3.99,0.50,0.38,0.29,0.67,2.54,1.01,1.66,5,0,No Pol II, Low,No
FBgn0039238,CG7016, 0.7 , 12.4 , 13.8 , 5.3 , 8.2 , 10.6 , 3.4 , 4.5 ,2.89,3.50,3.31,0.65,-1.24,1.62,2.33,-0.92,-1.34,-1.34,2.33,4.19,2.39,0.96,0.60,1.80,0.41,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0031940,CG7214, 0.1 , 10.1 , 2.4 , 3.7 , 2.3 , 4.1 , 5.9 , 3.0 ,-1.28,-3.22,-3.77,-3.73,0.14,-1.02,-0.86,-0.20,-1.18,-3.73,0.14,-1.44,0.23,-0.54,-0.16,-0.74,-0.22,5,0,No Pol II,  Below background,Yes
FBgn0038795,CG4335, 0.4 , 6.5 , 3.4 , 3.5 , 2.2 , 4.1 , 1.9 , 1.7 ,-0.47,0.51,1.09,-1.64,-0.96,-0.22,1.04,-1.80,-0.54,-1.80,1.04,-1.03,-0.46,0.07,0.07,0.10,-0.08,5,1,Recruitment regulated,  Below background,No
FBgn0050052,Obp49a, 0.4 , 11.7 , 4.2 , 3.0 , 4.5 , 4.1 , 2.3 , 4.0 ,0.06,0.24,-0.04,-1.90,0.29,0.66,-2.26,0.55,0.16,-2.26,0.66,-0.76,-0.22,0.01,0.66,0.01,0.83,2,0,No Pol II, Low,Yes
FBgn0020880,CG7179, 0.1 , 16.1 , 4.5 , 6.0 , 5.4 , 4.1 , 3.4 , 5.0 ,-0.66,-2.44,-2.31,-0.94,-1.65,-2.07,-4.09,-1.71,-2.19,-4.09,-0.94,-1.28,-0.41,-0.34,-0.34,0.08,-0.08,6,0,No Pol II,  Below background,Yes
FBgn0025692,CG3814, 0.6 , 15.2 , 4.3 , 4.6 , 4.1 , 4.0 , 4.8 , 7.6 ,2.28,3.29,3.03,2.01,0.92,1.37,1.52,0.71,0.66,0.66,2.01,2.60,0.59,1.73,2.99,2.49,2.45,0,3,Unclassified,Above 2-fold,No
FBgn0037976,Tk, 0.1 , 5.3 , 3.3 , 3.4 , 2.7 , 4.0 , 2.1 , 3.8 ,1.19,3.20,2.62,1.93,1.75,0.62,1.23,2.93,0.30,0.30,2.93,1.81,0.42,0.73,2.21,0.82,1.26,0,4,Unclassified,Above 2-fold,No
FBgn0029813,CG15766, 0.2 , 5.9 , 2.3 , 1.7 , 4.2 , 1.5 , 3.3 , 7.0 ,2.31,3.18,2.79,-0.34,-0.18,1.03,1.50,-1.60,-0.05,-1.60,1.50,2.20,0.01,1.14,2.79,1.75,2.34,4,2,Recruitment regulated,Above 2-fold,Yes
FBgn0035718,CG14820, 0.1 , 15.6 , 5.6 , 3.8 , 10.5 , 4.7 , 3.2 , 12.3 ,1.83,3.05,2.50,-2.24,-0.04,0.31,0.90,-0.96,0.83,-2.24,0.90,0.32,-0.26,1.21,1.56,1.04,1.49,3,0,No Pol II,Above 2-fold,Yes
FBgn0037164,CG11438, 0.2 , 12.4 , 5.8 , 3.4 , 5.6 , 4.5 , 3.2 , 3.8 ,2.38,2.23,2.95,1.85,-0.13,1.64,0.09,-0.52,1.27,-0.52,1.85,2.20,0.26,0.58,0.22,1.57,0.29,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0035476,CG12766, 0.1 , 5.8 , 2.6 , 2.7 , 9.6 , 3.9 , 5.5 , 5.0 ,0.25,1.60,1.35,-1.02,-0.85,-0.95,-1.64,-1.28,-1.35,-1.64,-0.85,0.38,0.71,1.13,3.13,1.18,1.94,6,0,No Pol II, Low,Yes
FBgn0033294,Mal-A4, 0.1 , 10.5 , 4.5 , 4.0 , 16.9 , 3.9 , 4.4 , 30.1 ,0.80,1.85,0.53,-2.71,-1.33,-0.44,-1.73,-1.36,-0.79,-2.71,-0.44,1.84,0.09,0.58,2.05,0.57,1.29,6,0,No Pol II, Low,Yes
FBgn0024997,CG2681, 0.5 , 9.4 , 3.5 , 3.7 , 7.8 , 3.9 , 3.5 , 8.7 ,0.64,2.92,2.38,-0.61,-0.04,-0.19,-0.13,-0.34,-0.10,-0.61,-0.04,1.55,0.22,1.32,2.37,1.95,2.04,6,0,No Pol II, Low,Yes
FBgn0036940,obst-J, 0.2 , 59.4 , 5.4 , 8.6 , 4.5 , 3.8 , 3.8 , 7.5 ,-0.37,-1.52,-0.81,-1.45,-0.25,-0.11,0.67,-0.92,-0.70,-1.45,0.67,-0.42,-0.35,0.07,-0.18,0.31,0.35,5,0,No Pol II,  Below background,No
FBgn0052483,CG32483, 0.5 , 13.7 , 5.0 , 6.4 , 9.1 , 3.8 , 8.3 , 14.2 ,0.45,0.80,0.76,-1.53,-1.44,-0.93,-0.11,-1.31,-1.26,-1.53,-0.11,0.36,-0.20,0.76,1.61,0.71,1.11,6,0,No Pol II, Low,Yes
FBgn0029648,CG3603, 0.3 , 13.4 , 4.1 , 4.8 , 4.8 , 3.8 , 3.1 , 4.4 ,3.32,3.96,3.74,3.38,0.43,2.57,3.37,0.20,2.59,0.20,3.38,3.48,-0.51,2.39,3.62,3.15,2.93,0,4,Unclassified,Above 2-fold,No
FBgn0032770,CG13086, 0.4 , 9.0 , 2.3 , 1.4 , 3.8 , 3.7 , 2.3 , 4.1 ,0.69,2.26,2.31,-0.89,-0.93,-0.19,0.53,-1.63,-0.69,-1.63,0.53,0.72,-0.49,0.60,1.74,0.71,1.11,5,0,No Pol II, Low,Yes
FBgn0003863,alphaTry, 0.4 , 148.3 , 6.8 , 5.7 , 10.3 , 3.7 , 1.6 , 7.2 ,-0.10,3.31,2.25,-4.44,-1.87,-3.27,-2.46,-1.80,-1.83,-4.44,-1.80,2.16,0.79,1.33,4.10,2.29,3.68,6,0,No Pol II,  Below background,Yes
FBgn0037395,CG10280, 0.2 , 7.0 , 7.5 , 5.6 , 3.5 , 3.7 , 3.0 , 15.7 ,-0.67,-2.95,-1.70,-1.01,-1.14,-0.44,-0.97,-0.95,0.19,-1.14,0.19,-1.36,-0.92,-0.74,-0.27,0.21,-0.62,5,0,No Pol II,  Below background,Yes
FBgn0038485,CG5255, -   , 7.2 , 2.7 , 2.1 , 2.6 , 3.7 , 1.1 , 4.9 ,-0.95,-2.34,-2.04,-0.78,-0.90,-1.52,-2.32,-1.36,-0.19,-2.32,-0.19,-1.55,-0.13,-0.03,-0.07,-0.66,-0.19,6,0,No Pol II,  Below background,Yes
FBgn0052170,CG32170, 0.1 , 9.5 , 6.1 , 4.5 , 5.7 , 3.7 , 3.4 , 4.5 ,3.50,3.78,4.12,2.38,0.32,2.21,0.72,-0.20,1.45,-0.20,2.38,3.93,0.82,2.03,1.70,2.71,2.04,1,3,Recruitment regulated,Above 2-fold,No
FBgn0035788,CG8541, 0.1 , 13.7 , 1.6 , 3.7 , 2.7 , 3.7 , 4.5 , 3.0 ,-1.39,-1.75,-1.89,-3.31,-1.85,-1.36,-2.88,-2.02,-1.49,-3.31,-1.36,-0.68,-0.16,-1.05,0.16,-0.76,-0.10,6,0,No Pol II,  Below background,Yes
FBgn0034588,CG9394, 0.5 , 18.8 , 2.7 , 3.3 , 5.6 , 3.6 , 1.9 , 5.4 ,0.68,2.38,2.00,-2.62,-0.83,-0.65,-0.43,-1.43,-1.98,-2.62,-0.43,0.23,-0.62,-0.53,1.48,-0.27,0.57,6,0,No Pol II, Low,Yes
FBgn0037420,CG15597, 0.2 , 7.8 , 15.3 , 8.4 , 37.6 , 3.6 , 1.3 , 4.3 ,-1.27,-2.04,-0.35,-2.23,-1.11,-3.17,-1.76,-3.17,-4.49,-4.49,-1.11,-0.10,0.03,0.29,0.22,0.76,0.21,6,0,No Pol II,  Below background,Yes
FBgn0262679,CG43149, 0.6 , 9.2 , 7.4 , 3.2 , 14.2 , 3.6 , 2.2 , 8.8 ,-0.23,-1.54,-1.28,-1.08,-1.00,-0.53,0.26,-1.11,-1.14,-1.14,0.26,-0.45,-0.05,-0.46,-0.10,-0.28,-0.11,5,0,No Pol II,  Below background,Yes
FBgn0030407,CG2543, 0.9 , 7.2 , 4.1 , 2.5 , 7.5 , 2.6 , 3.1 , 5.2 ,2.50,3.33,2.77,1.45,0.40,2.18,0.50,0.22,1.73,0.22,2.18,3.32,1.06,1.83,2.78,2.50,2.20,0,3,Unclassified,Above 2-fold,Yes
FBgn0038681,Cyp12a4, 0.1 , 8.0 , 4.0 , 3.3 , 7.2 , 4.0 , 3.1 , 4.7 ,2.76,4.75,4.76,-2.50,0.65,1.03,1.43,0.40,0.26,-2.50,1.43,4.23,2.92,3.22,5.71,4.46,5.92,1,2,Recruitment regulated,Above 2-fold,Yes
FBgn0051792,CG31792, 0.4 , 6.0 , 3.3 , 2.8 , 4.2 , 2.3 , 3.0 , 6.7 ,1.94,2.86,2.49,-0.61,-0.61,0.54,0.71,0.22,-0.22,-0.61,0.71,0.92,0.29,0.66,1.22,0.52,0.64,3,0,No Pol II,Above 2-fold,Yes
FBgn0033936,CG17386, 0.1 , 6.9 , 3.8 , 3.2 , 3.8 , 3.5 , 2.4 , 17.3 ,0.89,0.14,-0.60,2.09,-0.29,2.26,-1.45,0.23,1.46,-1.45,2.26,1.77,-0.33,1.89,1.44,1.87,0.30,2,3,Recruitment regulated, Low,Yes
FBgn0030597,Eo, 0.1 , 6.7 , 1.9 , 3.5 , 3.9 , 3.5 , 2.4 , 4.8 ,0.29,-0.81,-0.79,2.90,-0.10,1.52,0.70,-0.26,2.81,-0.26,2.90,0.30,-0.51,0.79,0.23,1.57,0.07,2,3,Recruitment regulated, Low,No
FBgn0034292,CG5767, 0.3 , 38.4 , 6.0 , 5.1 , 5.4 , 3.5 , 3.6 , 12.1 ,-0.85,0.29,-1.16,-2.73,-0.64,-1.31,0.15,-0.78,-0.92,-2.73,0.15,-0.31,-0.05,-0.26,0.91,1.08,1.14,5,0,No Pol II,  Below background,Yes
FBgn0030756,CG9903, 0.2 , 14.2 , 4.0 , 4.9 , 6.1 , 3.5 , 5.4 , 6.7 ,0.76,2.50,1.97,-1.25,-0.53,-1.15,-0.52,-1.39,-0.32,-1.39,-0.32,0.57,-0.42,0.01,2.17,0.16,1.60,6,0,No Pol II, Low,Yes
FBgn0038337,CG6125, 0.4 , 10.4 , 8.2 , 4.5 , 8.2 , 3.5 , 7.4 , 2.4 ,0.44,1.39,2.10,-0.68,0.52,-0.48,-2.43,0.11,0.58,-2.43,0.58,0.12,0.18,0.47,0.41,0.90,0.61,3,0,No Pol II, Low,Yes
FBgn0034288,CG5084, 0.8 , 53.9 , 5.5 , 5.0 , 7.3 , 3.4 , 2.1 , 5.3 ,-0.95,-2.97,-1.13,-0.23,-0.01,-0.50,-1.58,-0.93,-2.33,-2.33,-0.01,-0.73,0.22,0.80,0.86,1.24,0.78,6,0,No Pol II,  Below background,Yes
FBgn0036553,CG17027, 0.3 , 13.8 , 3.7 , 3.7 , 5.6 , 3.4 , 2.9 , 4.3 ,2.11,2.44,2.34,1.36,-0.50,0.37,-0.22,-0.49,-0.70,-0.70,1.36,1.91,0.44,0.63,1.18,1.09,0.96,4,1,Recruitment regulated,Above 2-fold,No
FBgn0033982,Cyp317a1, 0.5 , 6.9 , 4.4 , 5.1 , 4.6 , 3.4 , 4.7 , 8.1 ,3.16,4.40,4.24,-0.29,0.43,0.83,0.87,-0.62,0.73,-0.62,0.87,3.57,1.98,1.29,2.22,1.98,1.80,2,0,No Pol II,Above 2-fold,No
FBgn0034538,CG16799, 0.2 , 6.3 , 4.0 , 5.3 , 2.6 , 3.4 , 3.3 , 2.6 ,2.74,4.03,4.31,-0.09,0.12,1.12,1.04,-0.68,0.17,-0.68,1.12,2.81,2.20,0.45,0.69,1.37,0.28,2,2,Recruitment regulated,Above 2-fold,No
FBgn0042104,CG18747, 0.5 , 13.5 , 4.7 , 2.8 , 7.9 , 4.9 , 2.9 , 8.4 ,2.30,3.97,3.37,-2.24,0.00,0.10,0.88,0.12,0.58,-2.24,0.88,2.51,0.87,1.85,2.97,2.39,2.83,2,0,No Pol II,Above 2-fold,Yes
FBgn0030832,CG10597, 0.1 , 17.5 , 8.2 , 4.5 , 13.5 , 3.3 , 2.5 , 5.3 ,-1.81,-3.15,-2.77,-3.17,-2.05,-1.83,-2.82,-0.66,-1.27,-3.17,-0.66,-2.73,-1.10,-1.23,-1.10,0.04,0.10,6,0,No Pol II,  Below background,Yes
FBgn0031860,CG11236, 0.1 , 7.3 , 2.1 , 3.4 , 4.7 , 1.8 , 2.9 , 6.2 ,1.95,2.78,2.42,-3.94,-0.34,-0.05,-2.57,-0.45,-0.58,-3.94,-0.05,0.65,0.38,0.93,1.78,0.72,1.52,6,0,No Pol II,Above 2-fold,Yes
FBgn0010038,GstD2, 0.8 , 16.6 , 6.2 , 3.4 , 10.3 , 3.2 , 1.4 , 1.6 ,-0.46,-0.37,0.06,-1.81,-0.86,-0.49,0.34,-0.90,-0.84,-1.81,0.34,0.62,0.40,0.83,0.69,0.87,0.39,5,0,No Pol II,  Below background,Yes
FBgn0063498,GstE2, 0.1 , 27.8 , 8.0 , 5.0 , 3.3 , 11.2 , 2.9 , 3.3 ,1.57,2.17,1.37,0.39,1.86,0.76,1.66,0.06,0.31,0.06,1.86,0.85,0.21,0.24,0.81,0.74,0.78,0,2,Unclassified,Above 2-fold,Yes
FBgn0036659,CG9701, 0.1 , 7.4 , 6.1 , 2.5 , 7.5 , 3.2 , 3.5 , 4.9 ,0.55,0.91,2.01,-1.10,0.12,-0.64,-1.06,-0.42,-0.53,-1.10,0.12,2.43,0.61,2.22,3.05,3.28,2.37,5,0,No Pol II, Low,Yes
FBgn0033598,Cpr47Eb, 0.2 , 21.7 , 9.4 , 5.2 , 21.8 , 3.1 , 1.1 , 6.2 ,-0.52,-1.41,0.65,-1.31,-1.88,-2.53,-1.26,-1.55,-2.10,-2.53,-1.26,0.68,-0.18,0.53,0.97,1.31,1.11,6,0,No Pol II,  Below background,Yes
FBgn0036997,CG5955, 0.1 , 5.7 , 4.4 , 2.6 , 3.4 , 3.0 , 1.4 , 1.6 ,0.27,0.52,2.30,-2.55,-0.74,-0.22,0.02,-1.54,-0.96,-2.55,0.02,-0.30,-0.80,-0.59,0.07,0.19,-0.08,5,0,No Pol II, Low,Yes
FBgn0032615,CG6012, 0.1 , 10.7 , 2.3 , 2.7 , 5.0 , 3.0 , 5.1 , 8.5 ,-0.13,1.65,1.37,-0.86,-0.55,1.04,0.31,-1.44,-0.04,-1.44,1.04,0.65,-0.29,-0.14,0.88,-0.27,0.32,4,1,Recruitment regulated,  Below background,Yes
